Price,Year,Mileage,City,State,Vin,Make,Model
10988,2012,102456,National City, CA,19XFB2F57CE347758,Honda,Civic
7200,2009,122286,Moscow, ID,19XFA16519E031083,Honda,Civic
21225,2016,26113,Springfield, VA,19XFC1F91GE014522,Honda,Civic
6595,2008,121000,Orlando, FL,2HGFA55588H708109,Honda,Civic
9700,2008,83648,North Hills, CA,2HGFA16998H329565,Honda,Civic
21000,2016,29223,San Jose, CA,19XFC1F37GE202389,Honda,Civic
7228,2005,71294,Saco, ME,1HGEM229X5L053183,Honda,Civic
20740,2015,21566,Springfield, PA,2HGFB6E57FH706593,Honda,Civic
19862,2015,40720,Danvers, MA,2HGFB6E54FH708088,Honda,Civic
17240,2015,53186,Newnan, GA,2HGFB6E51FH702314,Honda,Civic
17738,2015,21997,Lafayette, IN,2HGFG3B04FH519126,Honda,Civic
17915,2015,54945,Easton, MD,19XFB2F9XFE253283,Honda,Civic
8444,2010,98096,Barrington, IL,2HGFG1B80AH533690,Honda,Civic
20977,2016,27881,Crystal Lake, IL,19XFC1F95GE008982,Honda,Civic
7442,2006,95757,Roslyn, PA,1HGFA16866L046192,Honda,Civic
16200,2013,55510,Gastonia, NC,2HGFB6E50DH704729,Honda,Civic
11967,2012,65504,Arlington, TX,2HGFG3B8XCH550608,Honda,Civic
19996,2017,4374,Burlington, NJ,2HGFC4B08HH301081,Honda,Civic
17985,2014,35832,Elmwood Park, NJ,2HGFB6E53EH702829,Honda,Civic
4681,2008,108344,Mobile, AL,2HGFG12698H528125,Honda,Civic
18995,2014,23702,Watertown, NY,2HGFB6E51EH702084,Honda,Civic
19727,2014,32655,Chicopee, MA,2HGFB6E54EH703200,Honda,Civic
17888,2015,24289,Robstown, TX,2HGFG4A50FH700520,Honda,Civic
5780,2007,128506,Orlando, FL,1HGFA16877L114548,Honda,Civic
7999,2010,85774,Stone Mountain, GA,2HGFG1B84AH515337,Honda,Civic
9750,2013,90578,Duluth, GA,2HGFG3B51DH501739,Honda,Civic
7000,2009,125456,Bronx, NY,2HGFA16629H539481,Honda,Civic
18499,2016,47195,Lexington, NC,2HGFC1F36GH630122,Honda,Civic
8988,2010,74790,Schaumburg, IL,2HGFG1B63AH532967,Honda,Civic
7995,2009,77390,Chantilly, VA,2HGFG12849H507735,Honda,Civic
14744,2012,21931,Sherman Oaks, CA,2HGFG4A55CH703439,Honda,Civic
10999,2014,84236,Burien, WA,2HGFG3B58EH526140,Honda,Civic
7000,2007,125489,Peoria, AZ,1HGFA16577L119027,Honda,Civic
13987,2013,75800,Puyallup, WA,2HGFB2F84DH502140,Honda,Civic
7500,2009,90090,Watertown, CT,2HGFG12809H534270,Honda,Civic
6395,2008,88169,Watertown, CT,2HGFG12878H534667,Honda,Civic
12347,2012,40156,Muncie, IN,JHMFB4F25CS008073,Honda,Civic
19949,2016,33041,North Hollywood, CA,2HGFC1F30GH639723,Honda,Civic
6991,2007,77901,Houston, TX,2HGFG12867H525974,Honda,Civic
11664,2014,91258,Warrenville, SC,2HGFG3B80EH507477,Honda,Civic
19995,2016,2459,Hillsboro, OR,2HGFC4B09GH310984,Honda,Civic
7975,2012,103663,El Paso, TX,2HGFG3B58CH562617,Honda,Civic
17942,2014,36938,Canandaigua, NY,2HGFB2F58EH534466,Honda,Civic
17994,2016,27316,Cookeville, TN,2HGFC4B00GH306161,Honda,Civic
14333,2014,52015,Milford, CT,2HGFG4A5XEH703682,Honda,Civic
22375,2016,10757,Anniston, AL,19XFC1F41GE031356,Honda,Civic
18000,2015,54061,Winter Haven, FL,19XFB2F96FE067661,Honda,Civic
5995,2008,129505,Garland, TX,1HGFA169X8L032873,Honda,Civic
19339,2015,33655,DAYTON, OH,2HGFB6E58FH700608,Honda,Civic
19261,2016,5363,Dinuba, CA,2HGFC4B0XGH301016,Honda,Civic
19555,2016,760,Roslyn, PA,2HGFC3B36GH361511,Honda,Civic
4995,2007,133000,Raleigh, NC,1HGFA168X7L020065,Honda,Civic
6399,2006,107544,Marietta, GA,1HGFA16846L039693,Honda,Civic
11286,2012,78759,Raleigh, NC,2HGFG3B17CH548947,Honda,Civic
21207,2016,26017,Phoenix, AZ,19XFC1F92GE018126,Honda,Civic
10995,2011,105117,Oakdale, CA,19XFA1F57BE035547,Honda,Civic
16688,2014,72708,Austin, TX,2HGFB6E56EH701271,Honda,Civic
7995,2008,105645,Jacksonville, FL,2HGFA169X8H342101,Honda,Civic
8597,2012,142623,Cape Girardeau, MO,19XFB2F51CE052980,Honda,Civic
8495,2010,80703,Glendale, CA,2HGFG1B62AH511835,Honda,Civic
16995,2016,29941,Charlotte, NC,2HGFC4B06GH306617,Honda,Civic
15995,2014,60946,Chantilly, VA,2HGFB6E57EH705538,Honda,Civic
21444,2015,25838,Everett, WA,2HGFB6E50FH700019,Honda,Civic
15900,2013,53494,Tucson, AZ,2HGFB6E56DH707523,Honda,Civic
16221,2014,37669,Salisbury, MD,2HGFG4A59EH703639,Honda,Civic
9990,2011,91449,Edmonds, WA,2HGFG1B68BH506592,Honda,Civic
22777,2016,6403,Sandy, UT,19XFC1F9XGE028807,Honda,Civic
22340,2016,9772,Matthews, NC,19XFC1F98GE042401,Honda,Civic
5990,2008,130000,Manassas, VA,2HGFA158X8H354290,Honda,Civic
13952,2013,52446,Orlando, FL,2HGFG4A51DH702628,Honda,Civic
7677,2008,129191,Sarasota, FL,2HGFA16528H339528,Honda,Civic
6000,2008,129910,Midlothian, VA,2HGFA16518H322588,Honda,Civic
17995,2015,9599,Feasterville, PA,2HGFG3B05FH531298,Honda,Civic
21498,2016,21999,Dover, DE,2HGFC1F93GH633404,Honda,Civic
6995,2008,81904,Marietta, GA,2HGFG12638H557250,Honda,Civic
6500,2008,141456,Frederick, MD,1HGFA15548L088452,Honda,Civic
8995,2007,65039,Saddle Brook, NJ,2HGFG21507H711605,Honda,Civic
22995,2016,16439,Brooklyn Center, MN,19XFC1F90GE006279,Honda,Civic
19557,2016,2910,Cincinnati, OH,2HGFC4B02GH300779,Honda,Civic
18993,2016,13000,Mesa, AZ,2HGFC3B35GH354131,Honda,Civic
20000,2016,22816,Virginia Beach, VA,2HGFC3B31GH353672,Honda,Civic
7675,2010,97286,Pembroke Pines, FL,2HGFG1B6XAH521416,Honda,Civic
9995,2009,54654,Marietta, GA,2HGFG12949H511535,Honda,Civic
6480,2005,98715,Kensington, MD,2HGES26885H507242,Honda,Civic
12499,2013,58971,Snellville, GA,2HGFG3B01DH505536,Honda,Civic
6900,2009,128133,Orlando, FL,1HGFA16869L017666,Honda,Civic
17910,2015,28849,Fort Lauderdale, FL,2HGFG4A53FH707851,Honda,Civic
7495,2009,95583,Houston, TX,2HGFG12679H510014,Honda,Civic
16995,2014,49675,Bellflower, CA,2HGFB6E50EH704604,Honda,Civic
17044,2016,40001,Hickory, NC,2HGFC4B0XGH305499,Honda,Civic
18500,2015,40177,Carmel, IN,2HGFB6E51FH701485,Honda,Civic
20500,2017,3314,Houston, TX,2HGFC4B06HH303704,Honda,Civic
19000,2016,17148,Brandon, MS,2HGFC3B3XGH358367,Honda,Civic
6488,2010,141905,Pensacola, FL,2HGFA1F55AH539387,Honda,Civic
7999,2008,119310,Knoxville, TN,2HGFA16538H347380,Honda,Civic
13900,2014,51822,El Cerrito, CA,2HGFG3B80EH522304,Honda,Civic
20595,2015,15752,Avenel, NJ,2HGFB6E58FH706585,Honda,Civic
3555,2005,134321,Tampa, FL,2HGES15545H532074,Honda,Civic
6995,2008,118740,Knoxville, TN,1HGFA16848L031676,Honda,Civic
21999,2016,6872,Charlotte, NC,19XFC1F31GE040582,Honda,Civic
10495,2010,93838,Oklahoma City, OK,19XFA1F54AE046522,Honda,Civic
6000,2006,126375,San Jose, CA,2HGFA16596H513091,Honda,Civic
19400,2016,9793,Milwaukee, WI,2HGFC4B05GH303725,Honda,Civic
11900,2012,94149,Morristown, TN,2HGFB2F94CH307050,Honda,Civic
19982,2016,35024,Clermont, FL,19XFC1F99GE002358,Honda,Civic
11995,2013,65520,Manassas, VA,2HGFG3B80DH505078,Honda,Civic
8499,2010,81831,Malden, MA,2HGFG1B84AH503690,Honda,Civic
7972,2008,82807,Roswell, GA,2HGFG12878H561688,Honda,Civic
18997,2017,7399,Fredericksburg, VA,SHHFK7G21HU207464,Honda,Civic
17000,2015,32417,Oxnard, CA,2HGFG3B04FH510748,Honda,Civic
16900,2014,51348,Virginia Beach, VA,2HGFB6E59EH701958,Honda,Civic
4990,2006,125992,Hasbrouck Heights, NJ,1HGFA165X6L041888,Honda,Civic
15991,2013,58421,Schaumburg, IL,19XFB2F93DE049535,Honda,Civic
13784,2011,48049,Winston-Salem, NC,2HGFG2A5XBH701382,Honda,Civic
6995,2009,141308,Bellevue, WA,2HGFA165X9H300946,Honda,Civic
7995,2012,105425,Vernon, CT,2HGFG3B50CH540577,Honda,Civic
12999,2013,99730,Simi Valley, CA,2HGFB2F80DH509862,Honda,Civic
9495,2011,114938,Tigard, OR,2HGFA1F94BH521483,Honda,Civic
8800,2007,88945,Chehalis, WA,1HGFA16567L048192,Honda,Civic
17995,2014,44152,Gurnee, IL,2HGFB2F9XEH536805,Honda,Civic
10695,2012,109250,Maple Heights, OH,19XFB2F51CE084151,Honda,Civic
23332,2017,1950,Roslyn, PA,2HGFC1F82HH636710,Honda,Civic
8599,2011,93162,Cincinnati, OH,2HGFG1B64BH518576,Honda,Civic
16595,2014,59064,Humble, TX,2HGFB6E56EH702632,Honda,Civic
4699,2005,121370,Shoreline, WA,2HGES16535H554405,Honda,Civic
11910,2012,58736,Pleasanton, CA,2HGFG3B58CH557174,Honda,Civic
18588,2014,41459,Watertown, CT,2HGFB6E51EH705650,Honda,Civic
15995,2015,40971,Glendale, CA,2HGFG3B87FH506926,Honda,Civic
18000,2016,23869,Los Angeles, CA,2HGFC4B05GH305782,Honda,Civic
5240,2006,123660,Beaumont, TX,1HGFA16586L129001,Honda,Civic
13495,2012,39754,Decatur, GA,2HGFG4A58CH707503,Honda,Civic
24961,2017,12,Highlands Ranch, CO,19XFC1F96HE016560,Honda,Civic
23995,2017,1417,San Antonio, TX,19XFC1F31HE021581,Honda,Civic
6995,2008,119832,Matthews, NC,1HGFA16858L107602,Honda,Civic
7988,2007,109126,Fleetwood, PA,2HGFA158X7H502100,Honda,Civic
6130,2009,151914,Fort Worth, TX,1HGFA16849L007038,Honda,Civic
20239,2015,36173,Reno, NV,2HGFB6E53FH702203,Honda,Civic
20588,2015,29343,Corona, CA,19XFB5F57FE000260,Honda,Civic
13995,2012,45101,Plano, TX,2HGFG4A53CH703651,Honda,Civic
8795,2010,79367,Lakeland, FL,2HGFG1B65AH507908,Honda,Civic
23987,2017,106,McMurray, PA,2HGFC1F78HH637979,Honda,Civic
7988,2008,129820,Chester, VA,2HGFA16528H530396,Honda,Civic
23994,2017,3124,Indianapolis, IN,19XFC1F95HE001113,Honda,Civic
10995,2009,80458,Virginia Beach, VA,2HGFA55529H700458,Honda,Civic
3900,2009,165910,Lakewood, NJ,2HGFA16509H520936,Honda,Civic
7991,2006,104568,Greenville, SC,1HGFA16886L063317,Honda,Civic
18997,2016,8232,Tempe, AZ,2HGFC3B35GH352590,Honda,Civic
21754,2015,25672,Beaverton, OR,2HGFB6E58FH701404,Honda,Civic
9990,2011,127241,Citrus Heights, CA,19XFA1F60BE020588,Honda,Civic
9992,2011,83510,Spokane, WA,2HGFG1B8XBH509480,Honda,Civic
5800,2007,151051,Littleton, CO,2HGFA15847H507213,Honda,Civic
7494,2008,102452,Boulder, CO,2HGFG11678H538931,Honda,Civic
5990,2007,123702,Pittsburgh, PA,1HGFA16527L009857,Honda,Civic
5499,2008,138300,Fredericksburg, VA,2HGFA15528H341510,Honda,Civic
7995,2007,114025,Cherry Hill, NJ,1HGFA16847L117679,Honda,Civic
5900,2009,144865,Salt Lake City, UT,1HGFA16579L016578,Honda,Civic
7755,2009,95183,White Bear Lake, MN,2HGFG12639H539932,Honda,Civic
6995,2012,169567,Warrenville, SC,2HGFB2F51CH574482,Honda,Civic
13498,2013,48905,Raleigh, NC,2HGFG3B04DH505899,Honda,Civic
5995,2006,135755,Greenville, SC,1HGFA16816L024519,Honda,Civic
19991,2015,33066,Oakland, CA,2HGFB6E59FH707969,Honda,Civic
5750,2010,116472,Tujunga, CA,2HGFG1B83AH501607,Honda,Civic
18885,2017,2220,Roslyn, PA,SHHFK7H28HU403397,Honda,Civic
15999,2013,42997,Inver Grove Heights, MN,2HGFG4A59DH700111,Honda,Civic
18995,2016,13305,Schaumburg, IL,2HGFC4B04GH300881,Honda,Civic
12500,2012,69238,Chapel Hill, NC,2HGFG4A52CH705844,Honda,Civic
8700,2009,113662,Olathe, KS,2HGFA15679H507501,Honda,Civic
21000,2016,20675,Long Island City, NY,19XFC1F71GE210278,Honda,Civic
17977,2014,26912,Beaverton, OR,2HGFG3B02EH526123,Honda,Civic
19591,2015,39640,Katy, TX,2HGFB6E54FH700699,Honda,Civic
19990,2014,28990,Denville, NJ,2HGFB6E51EH705812,Honda,Civic
18968,2014,28084,Avenel, NJ,2HGFB6E54EH700247,Honda,Civic
8000,2009,81044,Murrysville, PA,2HGFG12889H504790,Honda,Civic
19988,2015,34255,North Dartmouth, MA,2HGFB6E50FH709464,Honda,Civic
20988,2016,30820,Newton, NJ,2HGFC1F33GH654605,Honda,Civic
14986,2014,54067,Westford, MA,2HGFG4A55EH704478,Honda,Civic
21495,2016,21491,Pasadena, CA,2HGFC1F94GH648302,Honda,Civic
6291,2008,144247,Wappingers Falls, NY,2HGFA16828H337756,Honda,Civic
19900,2015,30778,Richmond, CA,2HGFB6E56FH704530,Honda,Civic
20733,2015,28627,Davie, FL,2HGFB6E54FH701867,Honda,Civic
19900,2015,25696,Long Island City, NY,2HGFB6E58FH706991,Honda,Civic
4976,2006,135641,Irving, TX,1HGFA16516L130376,Honda,Civic
19299,2015,33315,Spartanburg, SC,2HGFB6E52FH707232,Honda,Civic
20490,2016,6546,Torrance, CA,2HGFC3B35GH353738,Honda,Civic
6995,2008,120977,Carlock, IL,2HGFA16928H333148,Honda,Civic
9999,2014,100300,Weaverville, NC,2HGFG3A81EH525052,Honda,Civic
7850,2007,112229,Christianburg, VA,1HGFA15807L043453,Honda,Civic
7885,2006,110968,Tacoma, WA,2HGFA15836H505578,Honda,Civic
20565,2015,29894,Lompoc, CA,2HGFB6E51FH708078,Honda,Civic
7490,2005,71593,Boulder, CO,1HGEM22695L004949,Honda,Civic
20999,2015,19863,Arlington, TX,2HGFB6E59FH707535,Honda,Civic
6491,2008,143515,Hurst, TX,1HGFA16878L094528,Honda,Civic
21995,2016,28464,El Paso, TX,19XFC1F73GE003262,Honda,Civic
8995,2008,97081,Sacramento, CA,1HGFA16858L023117,Honda,Civic
4982,2007,136126,Miami, FL,1HGFA16517L008957,Honda,Civic
17995,2014,40388,Fredericksburg, VA,2HGFB6E52EH700036,Honda,Civic
19944,2014,29245,Stafford, TX,2HGFB6E54EH700104,Honda,Civic
16491,2013,35642,El Cajon, CA,2HGFG4A57DH705064,Honda,Civic
14499,2015,26545,Santa Ana, CA,19XFB4F25FE000449,Honda,Civic
22989,2016,7321,Seattle, WA,2HGFC1F91GH631425,Honda,Civic
20690,2015,26389,Greenfield, WI,2HGFB6E5XFH708886,Honda,Civic
23995,2017,3187,Omaha, NE,2HGFC1F41HH633438,Honda,Civic
6647,2010,157277,Temecula, CA,19XFA4F5XAE000808,Honda,Civic
19499,2016,13379,San Rafael, CA,2HGFC4B07GH310143,Honda,Civic
15800,2015,49342,Watertown, CT,2HGFG3B03FH524642,Honda,Civic
5995,2006,116346,Long Island City, NY,1HGFA16526L139247,Honda,Civic
18991,2015,13347,Napa, CA,2HGFG3B01FH501280,Honda,Civic
20477,2016,28024,Tempe, AZ,19XFC1F96GE200511,Honda,Civic
8995,2011,87212,Johnson City, TN,2HGFG1B69BH505760,Honda,Civic
8495,2009,76048,Tucson, AZ,2HGFG12809H500281,Honda,Civic
21997,2016,16495,Capitol Heights, MD,2HGFC1F99GH655715,Honda,Civic
23991,2016,1994,San Antonio, TX,19XFC1F94GE025854,Honda,Civic
5995,2006,116633,Honolulu, HI,1HGFA15556L120578,Honda,Civic
19991,2015,35316,Palmdale, CA,2HGFB2F85FH547221,Honda,Civic
19998,2016,6922,Winter Haven, FL,2HGFC3B34GH354413,Honda,Civic
7400,2012,115267,Raleigh, NC,2HGFG3B53CH509355,Honda,Civic
19995,2015,27220,Detroit, MI,2HGFB6E59FH702397,Honda,Civic
7997,2009,95348,Cortlandt Manor, NY,2HGFG12979H516759,Honda,Civic
16498,2015,41347,Annandale, NJ,2HGFG3B01FH506060,Honda,Civic
6442,2010,162701,San Antonio, TX,2HGFA1F81AH509359,Honda,Civic
18500,2016,20554,Tempe, AZ,2HGFC4B07GH312233,Honda,Civic
21500,2017,8865,Tucson, AZ,2HGFC3B73HH352270,Honda,Civic
6995,2010,103046,Norfork, VA,2HGFG1B84AH530081,Honda,Civic
18986,2015,11487,Miami Shores, FL,2HGFG4A56FH704331,Honda,Civic
7619,2008,91267,Tempe, AZ,2HGFG12828H572422,Honda,Civic
21000,2017,5932,Hemet, CA,2HGFC3B78HH355410,Honda,Civic
7995,2007,65396,Las Vegas, NV,2HGFG12887H571791,Honda,Civic
12990,2013,56302,Lake Jackson, TX,2HGFG3B80DH530739,Honda,Civic
5461,2008,147901,North Richland Hills, TX,2HGFA16568H516484,Honda,Civic
21390,2017,21,Rutland, VT,2HGFC3B34HH350069,Honda,Civic
17999,2015,13573,Middlebury, CT,2HGFG3B02FH531288,Honda,Civic
12783,2012,71823,Gorham, NH,2HGFG4A57CH704396,Honda,Civic
20563,2016,9124,Bremerton, WA,2HGFC4B09GH310564,Honda,Civic
12950,2012,48981,Redmond, WA,2HGFG3B11CH509772,Honda,Civic
5490,2011,166357,Tampa, FL,19XFA1F38BE024636,Honda,Civic
20000,2016,16055,Frisco, TX,2HGFC4B02GH308364,Honda,Civic
3500,2008,179017,Savannah, GA,2HGFA15508H320221,Honda,Civic
21400,2015,26619,Frederick, MD,2HGFB6E54FH708267,Honda,Civic
18399,2016,25051,Arlington, TX,2HGFC4B06GH313342,Honda,Civic
4990,2007,147915,Crystal Lake, IL,1HGFA16887L055039,Honda,Civic
11295,2012,69036,Corpus Christi, TX,2HGFG3B88CH546718,Honda,Civic
5899,2005,109956,Tempe, AZ,2HGES15515H606261,Honda,Civic
14995,2013,77108,Blauvelt, NY,2HGFB6E59DH700906,Honda,Civic
6500,2009,145971,South Jordan, UT,1HGFA16549L022189,Honda,Civic
3498,2007,156228,Arlington, TX,2HGFA15507H304423,Honda,Civic
6450,2006,101920,Salt Lake City, UT,2HGFG12686H514259,Honda,Civic
9919,2010,68698,Dallas, TX,2HGFG1B95AH533130,Honda,Civic
14995,2014,51461,El Cajon, CA,2HGFG3B50EH504911,Honda,Civic
4500,2005,90999,Morristown, NJ,1HGEM22125L013917,Honda,Civic
9195,2011,96252,Sterling Heights, MI,2HGFG1B87BH503510,Honda,Civic
23777,2016,11585,Everett, WA,2HGFC1F9XGH659000,Honda,Civic
11388,2012,68378,Madison, TN,2HGFG3B86CH526435,Honda,Civic
20808,2016,39577,Rock Hill, SC,19XFC1F77GE016774,Honda,Civic
5500,2012,139357,Ontario, CA,2HGFG3B55CH561103,Honda,Civic
7990,2010,92182,Yorktown, VA,2HGFG1B91AH506149,Honda,Civic
6295,2008,131526,San Diego, CA,2HGFA16528H337214,Honda,Civic
9999,2010,77864,Vacaville, CA,2HGFG1B60AH518086,Honda,Civic
18450,2015,9268,Eldridge, IA,2HGFG4A50FH703787,Honda,Civic
9988,2010,125057,Cary, NC,2HGFA5E52AH700951,Honda,Civic
17299,2014,60594,North Huntingdon, PA,2HGFB6E53EH702717,Honda,Civic
6295,2007,123171,Fredericksburg, VA,1HGFA16567L078258,Honda,Civic
20920,2016,24454,Burlington, WA,2HGFC2F76GH527596,Honda,Civic
17114,2013,21999,Florence, KY,2HGFG4A51DH707022,Honda,Civic
20981,2015,15165,Coopersburg, PA,2HGFB6E51FH705519,Honda,Civic
16880,2014,65780,Brooksville, FL,19XFB2F97EE005975,Honda,Civic
7811,2007,119626,Chandler, AZ,1HGFA16507L109374,Honda,Civic
19788,2015,29582,Mt. Juliet, TN,2HGFB6E55FH703479,Honda,Civic
14994,2012,41663,Beavercreek, OH,2HGFG4A50CH709049,Honda,Civic
8787,2010,128938,Kirkland, WA,19XFA1F94AE021784,Honda,Civic
19995,2015,23212,Avondale, AZ,2HGFB6E55FH706446,Honda,Civic
17900,2012,27446,El Cerrito, CA,2HGFB6E52CH704102,Honda,Civic
19921,2016,15980,West Caldwell, NJ,2HGFC3B33GH357321,Honda,Civic
19874,2016,47111,Henderson, NC,2HGFC1F74GH635905,Honda,Civic
12995,2014,66848,Brentwood, CA,2HGFG3B57EH526291,Honda,Civic
14595,2012,43162,Countryside, IL,2HGFG4A53CH705402,Honda,Civic
7995,2009,84092,Lancaster, PA,2HGFG12839H504096,Honda,Civic
5994,2007,127139,Fairfax, VA,1HGFA165X7L125758,Honda,Civic
19500,2016,23893,Oklahoma City, OK,2HGFC3B37GH350176,Honda,Civic
18980,2014,41414,Indianapolis, IN,2HGFB6E54EH700121,Honda,Civic
7500,2007,109055,Rio Linda, CA,1HGFA16857L055418,Honda,Civic
6888,2010,106125,Long Beach, MS,2HGFG1B85AH503679,Honda,Civic
7000,2007,78985,Houston, TX,2HGFG12857H568329,Honda,Civic
7950,2009,84785,Hooksett, NH,2HGFG12609H528676,Honda,Civic
17795,2015,17832,Manassas, VA,2HGFG4A52FH702415,Honda,Civic
6995,2008,123858,Tucson, AZ,1HGFA16578L026137,Honda,Civic
16398,2012,32000,Beaverton, OR,2HGFG4A57CH709467,Honda,Civic
8999,2009,88267,Thornton, CO,2HGFG12899H531433,Honda,Civic
4499,2005,128269,Snellville, GA,2HGES16325H578788,Honda,Civic
7495,2008,118003,LA HABRA, CA,2HGFA15898H506558,Honda,Civic
5682,2007,137156,Doylestown, PA,1HGFA16517L062338,Honda,Civic
19500,2015,33655,Winter Park, FL,2HGFB6E52FH701916,Honda,Civic
6888,2009,110600,New Castle, DE,2HGFG12839H503207,Honda,Civic
18485,2015,38050,San Antonio, TX,2HGFG4A55FH702232,Honda,Civic
18995,2013,25475,Levittown, NY,2HGFB6E59DH704440,Honda,Civic
11000,2012,74205,Hollywood, FL,2HGFG4A56CH706043,Honda,Civic
11995,2013,70833,Raleigh, NC,2HGFG3B08DH504612,Honda,Civic
19961,2015,41233,Davie, FL,2HGFB6E5XFH703428,Honda,Civic
4582,2005,140894,Riverdale, UT,1HGES16305L011269,Honda,Civic
21000,2015,21523,Massillon, OH,2HGFB6E59FH703629,Honda,Civic
19498,2014,29866,San Francisco, CA,2HGFB6E58EH701210,Honda,Civic
7198,2006,77389,Kingston, NY,2HGFG12806H581567,Honda,Civic
8299,2008,72516,San Diego, CA,2HGFG11858H540601,Honda,Civic
18945,2015,34000,Wichita, KS,2HGFG4A5XFH707314,Honda,Civic
21665,2016,16348,Des Plaines, IL,19XFC1F96GE206079,Honda,Civic
18888,2016,17024,Kenner, LA,2HGFC3B36GH350671,Honda,Civic
8988,2008,68732,Conroe, TX,2HGFG12998H533528,Honda,Civic
16995,2016,36748,Philadelphia, PA,2HGFC4B02GH300152,Honda,Civic
14295,2013,79607,Baltimore, MD,2HGFB6E51DH703833,Honda,Civic
11900,2010,56359,Martinsburg, WV,2HGFG1B8XAH533213,Honda,Civic
16992,2015,36290,Siloam Springs, AR,2HGFG3B07FH503051,Honda,Civic
5216,2007,112253,Lafayette, IN,2HGFG11807H559278,Honda,Civic
13499,2014,33344,Stanton, CA,19XFB4F33EE200866,Honda,Civic
15990,2015,66011,Leesburg, VA,2HGFG4A59FH706185,Honda,Civic
9999,2010,87401,Port Richey, FL,2HGFG1B87AH524551,Honda,Civic
22491,2016,16715,Lebanon, NH,19XFC1F96GE219821,Honda,Civic
7999,2007,107793,Murray, UT,1HGFA16807L036081,Honda,Civic
20553,2015,23562,Roslyn, PA,2HGFB6E54FH700783,Honda,Civic
5994,2009,153856,Clearwater, FL,2HGFA16529H525622,Honda,Civic
6950,2007,80616,Raleigh, NC,2HGFG12607H513527,Honda,Civic
14995,2012,26763,Kihel, HI,2HGFG4A55CH706633,Honda,Civic
18900,2014,32979,Columbia, KY,2HGFB6E58EH704902,Honda,Civic
8051,2007,103549,Beaverton, OR,1HGFA16587L129985,Honda,Civic
19288,2014,37070,Huntington Beach, CA,2HGFB6E58EH703362,Honda,Civic
21886,2016,2803,Scotia, NY,2HGFC3B94GH359891,Honda,Civic
6995,2010,105980,Hampstead, MD,2HGFG1A88AH502169,Honda,Civic
10469,2009,101564,Longmont, CO,2HGFA16979H335947,Honda,Civic
5994,2007,139899,Orlando, FL,1HGFA16867L126593,Honda,Civic
7998,2008,112910,Bellevue, WA,2HGFA16918H318611,Honda,Civic
7496,2010,136179,Orlando, FL,2HGFA1F57AH539973,Honda,Civic
9688,2007,99299,Ventura, CA,1HGFA16807L088214,Honda,Civic
8000,2008,131470,Torrington, CT,2HGFA16508H528923,Honda,Civic
7995,2010,94107,Dalton, GA,2HGFG1B64AH525218,Honda,Civic
20420,2015,33429,Lynn, MA,2HGFB6E55FH709735,Honda,Civic
13700,2012,51298,Branford, CT,2HGFG4A56CH701571,Honda,Civic
8995,2008,64919,Covington, TN,2HGFG12858H568607,Honda,Civic
17999,2015,52828,Puyallup, WA,19XFB2F95FE205478,Honda,Civic
21887,2017,1405,Sumner, WA,2HGFC3B90HH357024,Honda,Civic
6983,2009,97850,Tampa, FL,2HGFG11679H502156,Honda,Civic
21956,2015,11179,Galveston, TX,2HGFB6E53FH708597,Honda,Civic
21998,2016,13437,Montclair, CA,19XFC1F99GE205329,Honda,Civic
8499,2010,88274,West Bridgewater, MA,2HGFG2A51AH700846,Honda,Civic
5295,2008,145884,San Antonio, TX,1HGFA16878L089877,Honda,Civic
13500,2013,115597,Burleson, TX,2HGFB6E5XDH705354,Honda,Civic
18991,2014,25937,San Antonio, TX,2HGFG4A56EH703565,Honda,Civic
9295,2010,78859,Phoenix, AZ,2HGFG1B87AH525148,Honda,Civic
5997,2006,120400,Hampstead, MD,1HGFA16816L016338,Honda,Civic
4983,2005,124018,Plano, TX,2HGES16525H611967,Honda,Civic
5989,2007,129129,Atlanta, GA,1HGFA16517L117273,Honda,Civic
9500,2010,112659,Escondido, CA,19XFA1F81AE012273,Honda,Civic
19399,2015,46021,Tulsa, OK,2HGFB6E55FH706625,Honda,Civic
7500,2009,92107,El Paso, TX,2HGFG12999H515516,Honda,Civic
16995,2013,26563,Titusville, FL,2HGFG4A51DH706081,Honda,Civic
6995,2007,80999,Las Vegas, NV,2HGFG11877H547709,Honda,Civic
5995,2005,112000,Canton, OH,2HGES165X5H560704,Honda,Civic
13998,2013,48300,Bellflower, CA,2HGFG3B88DH512831,Honda,Civic
6677,2008,129620,Frederick, CO,1HGFA16908L085324,Honda,Civic
6500,2008,114932,Cathedral City, CA,2HGFG12808H575383,Honda,Civic
14411,2013,68307,Knoxville, TN,2HGFG4A50DH705701,Honda,Civic
15695,2013,37923,Merrillville, IN,2HGFG4A51DH704217,Honda,Civic
17895,2014,19205,Rochester, NY,2HGFG3B00EH523558,Honda,Civic
14998,2012,57422,Saint Charles, IL,2HGFG4A59CH700446,Honda,Civic
20500,2017,9217,Alexandria, VA,SHHFK7H43HU204047,Honda,Civic
6998,2006,83168,Peoria, AZ,2HGFG11816H508130,Honda,Civic
13988,2012,76353,Clive, IA,2HGFB6E53CH701709,Honda,Civic
8977,2011,139577,Skokie, IL,19XFA1F66BE015251,Honda,Civic
21000,2015,17791,Raleigh, NC,2HGFB6E5XFH708547,Honda,Civic
